x	y
7.418898807767934	0.612264907388639
-5.057904750152678	-5.243503623431896
-0.426285398435380	-5.023158456032490
0.830476052780811	5.504131798194225
-7.996352046478311	-3.080824496651910
2.474392663475628	-0.503113482190576
-2.853045131761184	9.456872806358550
-2.552873894239455	-3.843427340911505
5.067643187582714	3.574515361635494
2.246935599837840	-9.449749791004415
9.837665999960352	-1.126239200499516
5.219956734335088	2.877402966075922
6.979733612194262	-1.462908543354250
0.809829204261382	7.486657012009308
-0.013750425189413	-6.177865774960599
-0.011462966204703	9.990598480830494
-5.418438694796546	4.642398766008128
1.145525993896981	3.383285493604122
0.837429953749367	-1.662004295769244
-1.934113945623886	-4.696515855616510
-2.903589772985462	4.763588280870143
-5.475891366366287	-5.652119743027828
2.387191073505701	2.901074760997442
0.447198227537920	-7.536775904268983
-2.981794081983681	-6.539019766175220
1.455151743698573	-3.114064509043124
-4.610158808911327	3.958110291140263
-0.319754505221990	1.154942152793096
1.246430561461446	2.792127334456552
4.143435976504826	-3.094955623105315
-8.269190479470931	4.557108507841416
-4.218172528618485	3.764403867695588
4.042900734006667	4.211950970292618
0.778997956060659	-1.383038664781211
0.896149165185926	0.615662021334007
-6.890731905879888	-5.971451830052771
0.725473878413344	7.048919259741029
-4.078683760111429	-5.832507310377651
-4.514507969632659	7.380976287090034
5.950077206928848	5.418530873529662
1.403201539788576	9.074590757556225
2.405669996202708	5.588566107443617
-2.835338811227898	8.337220793642176
2.919066626459224	5.096562060737551
-0.273693644604954	-4.166218211855441
2.938143888367257	-8.265119988943978
-0.802751884098043	7.828905934257572
0.164469043375615	-7.938127579335450
-5.575540059168306	4.494884378707192
-1.922742476167534	6.580802565578167
1.927694250702128	-3.577784839811063
-1.663120262175681	4.425176930060599
2.525776166584992	-7.401461041655523
4.583002342038158	-5.950492854963134
-1.406912742033359	-0.332225278745836
-2.063400097850659	1.817817430049915
1.462348959923880	9.313858947740879
-7.026216269562670	-0.620314986509775
7.396454875800771	-5.132505967361308
6.088491968790462	-4.244479337933122
8.737311709571483	1.410896291170535
0.011236615572574	9.893496186099476
-3.440549064051162	6.223360251423983
4.752917071677331	3.761007510129485
-0.499017951878367	-6.248742880250620
-4.885603311451255	-7.651426770361376
-4.315942877356467	5.438044634733869
-5.208193041398745	-4.264143911868914
-2.880852892938822	0.354031984669550
6.145327510643745	-6.009980543046027
1.352757411110406	3.440874630133361
3.391374475103974	-0.450165767719718
-3.228497887683266	-8.230760020670202
-9.840084647225511	-0.215655848550220
-2.212729695734935	5.864270242500015
-1.821384373711173	5.301489568878927
-0.880470705885274	-0.668054148201042
3.613267593403482	6.295658116382608
6.704911411961251	4.100538518943178
-1.139113561490779	-0.141809958332496
-4.572510745338475	4.650717617723044
-6.175197609111729	5.490759412737067
-2.792522721085496	7.392269622079253
-3.628311035639178	-3.914873033361924
-1.213148274310689	-7.171125074446151
1.101230290460070	-6.110166091490044
-4.582212970835804	8.235750743691243
-5.926554277295277	4.055570719692171
-3.691247135218495	7.554402226034084
6.424313386143180	0.006888588819434
0.659201073101111	8.644184333138162
5.715818281603802	-5.012039032204910
2.122055727171307	3.729753055876244
-7.714655732590756	-1.722595809762793
1.023937886762567	7.252491663056031
8.906963517077285	0.645749951829201
-0.723868502132262	3.578176067845275
-0.955222282883701	-4.847347089061862
-1.580451367338732	-5.195499868816476
-0.693993211278744	2.161252531775028
3.824113654149353	7.426282686435792
-4.641192133346448	-1.219812265161280
1.898693097944028	-2.286980711924088
5.240266715939891	4.992566324589350
2.912140092681292	5.195161762754081
4.378893239101465	1.237690838084829
3.909960667265378	6.722984457259808
-2.773813445493118	0.697508393475363
3.214104218504375	-6.739913149133274
2.124113723743301	-9.354649627186989
-4.665944789930021	6.761255242050543
-2.493285692322138	-5.016877630717099
0.598750380165260	2.013803513821318
8.845320091025741	-4.641989729982030
9.031264436670615	4.001633600173402
-1.737405439721962	-5.635834806008484
0.833207546827391	-5.733781909984584
8.286033348036320	2.247831195249198
6.834061408046652	-4.715209371752820
-0.791800121486520	7.775972450339980
-6.431171868990150	6.629025846125138
-5.922849254039567	5.803237483113137
6.969896773836030	-0.934014513601785
3.284976430239485	-5.668757116378406
